Data;Ora;Luogo;Feriti;Tipo Sinistro;Latitudine;Longitudine
01/01/2022;03:00;VIALE DE MAURO MAURO altezza L.DA VINCI;0;C;38,126112;13,302429
01/01/2022;03:20;PIAZZA LEONI intersezione VIA DELL'ARTIGLIERE;0;C;38,146713;13,343785
01/01/2022;13:30;VIA COSTANTINO DOMENICO altezza del civico 26;0;C;38,13113;13,343628
01/01/2022;20:30;LARGO CUCCO ALFREDO pressi civico 2;1;F;38,139347;13,332377
02/01/2022;07:30;VIA TELESINO ALESSANDRO di fronte al civico 77;0;C;38,124924;13,327489
02/01/2022;21:00;CORSO DEI MILLE altezza del civico 1440;0;C;38,091932;13,411658
03/01/2022;13:30;VIA SAITTA LONGHI altezza del civico 94;0;C;38,090755;13,312744
03/01/2022;14:25;CORSO DEI MILLE altezza del civico 557;1;F;38,101054;13,382618
03/01/2022;21:00;VIA CATANIA intersezione VIA PRINCIPE DI VILLAFRANCA;1;F;38,128176;13,35014
04/01/2022;00:15;VIA PADRE ROSARIO DA PARTANNA altezza del civico 5;0;C;38,170411;13,320804
04/01/2022;08:25;VIALE DELLE ROSE intersezione con VIA ARMIDA;1;F;38,199818;13,325773
04/01/2022;10:30;VIA RIBERA altezza del civico 18;0;C;38,117758;13,34972
04/01/2022;10:50;VIA NOTARBARTOLO EMANUELE nr. 54;1;F;38,131438;13,340912
04/01/2022;19:10;VIA DANTE intersezione con PIAZZA STAZIONE LOLLI;1;F;38,122798;13,346714
04/01/2022;20:05;VIA BESTA FABIO di fronte al civico 43/B;0;C;38,176235;13,307046
04/01/2022;22:08;PIAZZA VERDI GIUSEPPE intersezione VIA FAVARA ALBERTO;1;F;38,119567;13,356879
05/01/2022;10:00;VIA SERRADIFALCO intersezione con VIA AURISPA GIOVANNI;2;F;38,125966;13,338316
05/01/2022;10:30;VIA BONANNO PIETRO altezza (spec.) CAPP. BELVEDERE;1;F;38,156036;13,358099
05/01/2022;20:30;VIA BRIGATA AOSTA intersezione VIA COSTANZO AURELIO;2;F;38,135506;13,360486
05/01/2022;20:34;VIALE STRASBURGO intersezione con VIA PRINCIPE DI PANTELLERIA;1;F;38,158789;13,324577
05/01/2022;21:00;PIAZZA DON BOSCO in prossimit? di di;0;C;38,14412;13,3455
06/01/2022;00:55;VIALE REGIONE SICILIANA S.E. altezza (spec.) ENI BONAGIA;0;C;38,088415;13,366822
06/01/2022;19:45;CORSO DEI MILLE intersezione con VIA BENNICI GIUSEPPE;0;C;38,105581;13,375301
07/01/2022;08:40;VIA RESUTTANA di fronte al civico 364;1;F;38,151902;13,336608
07/01/2022;09:00;VIALE XXVII MAGGIO intersezione VIA PECORI GIRALDI GUGLIELMO M;0;C;38,095693;13,403735
07/01/2022;14:30;VIA CORAZZA FILIPPO intersezione VIA ERRANTE VINCENZO;1;F;38,107139;13,36349
07/01/2022;15:55;VIA DELLA LIBERTA' intersezione VIA PIPITONE FEDERICO GIUSEPPE;1;F;38,136832;13,347747
07/01/2022;17:00;VIALE CROCE ROSSA altezza del civico 140;2;F;38,146636;13,341495
07/01/2022;22:40;VIA LA MANTIA VITO intersezione VIA SCIMONELLI IGNAZIO;1;F;38,121557;13,346169
08/01/2022;03:10;PIAZZA BOIARDO MATTEO MARIA intersezione VIA NOTARBARTOLO EMANUELE;0;C;38,13191;13,342285
08/01/2022;05:50;VIALE NICOLETTI ROSARIO altezza (spec.) -sopravia;1;F;;
08/01/2022;08:15;VIALE REGIONE SICILIANA N.O. altezza del civico 33;0;C;;
08/01/2022;17:45;VIA BRASCA intersezione VIA S.MARIA DI GESU';0;C;38,084285;13,377248
08/01/2022;20:15;VIA S.MARIA DI GESU' altezza del civico 98 M;4;F;38,09144;13,37361
09/01/2022;13:20;VIA FERRUZZA ENRICO altezza del civico 24;1;F;38,090229;13,406366
09/01/2022;16:00;VIA DECOLLATI altezza del civico 2/b;0;C;38,106472;13,373295
09/01/2022;21:30;VIA CUCCIA SIMONE altezza (inters.) VIA DI MARCO DOMENICO;0;C;38,140328;13,344382
09/01/2022;22:00;PIAZZA ORLANDO VITTORIO EMANUELE di fronte al civico 12;1;F;38,11942;13,350952
09/01/2022;23:10;VIA COSTANTINO DOMENICO intersezione VIA MORELLO NUNZIO;3;F;38,131511;13,344859
10/01/2022;10:33;VIA MULE' GIUSEPPE intersezione con VIA MARINUZZI GINO;1;F;38,10282;13,336433
10/01/2022;11:30;VIA DIANA altezza (spec.) casa natura;0;C;38,166461;13,339355
10/01/2022;17:06;CORSO CALATAFIMI altezza del civico 1013/C;2;F;38,098414;13,318932
10/01/2022;17:30;VIA SPINELLI VINCENZO altezza 56;0;C;38,149977;13,335815
10/01/2022;20:00;VIA BRUNELLESCHI FILIPPO altezza (inters.) VIA PARRINI;0;C;38,138071;13,313479
11/01/2022;08:30;CORSO DEI MILLE altezza del civico 1307;0;C;38,092145;13,411012
11/01/2022;09:30;CORSO DEI MILLE altezza del civico 1317;0;C;38,091829;13,411859
11/01/2022;14:20;VIA SARULLO LUIGI di fronte al civico 13;2;F;38,122563;13,304218
11/01/2022;14:40;VIALE REGIONE SICILIANA S.E. altezza BABY-LUNA;0;C;38,090453;13,343603
11/01/2022;15:25;VIALE REGIONE SICILIANA S.E. altezza TRIONFANTE;1;F;38,147483;13,327792
11/01/2022;17:30;VIA LA MALFA UGO di fronte al civico 176;1;F;38,166023;13,307443
11/01/2022;19:10;VIA MONGITORE ANTONINO intersezione LARGO GERBASI MICHELE;2;F;38,109696;13,355543
11/01/2022;21:55;CORSO DEI MILLE altezza del civico 1406;0;C;38,092312;13,410542
12/01/2022;09:15;VIALE DIANA s.n.c.;0;C;38,152085;13,348626
12/01/2022;10:45;VIALE REGIONE SICILIANA S.E. altezza del civico 636;0;C;38,098015;13,33339
12/01/2022;16:20;VIA CAMPOLO GIOVANNI intersezione con VIA PACINOTTI ANTONIO;1;F;38,12873;13,335502
12/01/2022;17:30;VIA CRISPI FRANCESCO intersezione PIAZZA TREDICI VITTIME;0;C;38,12257;13,365103
12/01/2022;18:00;VIA ROMA altezza BARA ALL'OLIVEL;1;F;38,121188;13,361331
12/01/2022;18:20;VIA DUCA DELLA VERDURA intersezione con PIAZZA GENTILI ALBERICO;2;F;38,133913;13,350588
12/01/2022;20:50;VIA MESSINA MARINE altezza del civico 489;0;C;38,098269;13,409415
12/01/2022;22:00;VIA PARISIO CATALDO intersezione VIA FALCANDO UGO;0;C;38,125729;13,337238
12/01/2022;23:30;VIA GUARINO AMELLA GIOVANNI altezza del civico 2F;0;C;38,123816;13,35396
13/01/2022;07:05;VIALE GALATEA intersezione VIA PAZIENZA;1;F;;
13/01/2022;09:25;VIA DELLA LIBERTA' intersezione VIA TURATI FILIPPO;0;C;38,125115;13,355586
13/01/2022;10:15;VIALE GALILEO GALILEI intersezione VIA DE SALIBA ANTONIO;0;C;38,133563;13,333692
13/01/2022;11:20;VIA ACIREALE intersezione LARGO CASTELBUONO;0;C;38,13095;13,301356
13/01/2022;14:20;VIA WAGNER RICCARDO intersezione VIA STABILE MARIANO;0;C;38,123414;13,358844
13/01/2022;18:00;VIA LANDOLINA SAVERIO altezza del civico 58;1;F;38,141729;13,360436
13/01/2022;18:10;VIA CRISPI FRANCESCO pressi sottovia;0;C;38,123314;13,364689
13/01/2022;18:15;VIA CRISPI FRANCESCO altezza SOTTOPONTE;0;C;38,123314;13,364689
13/01/2022;22:15;VIA ALBRICCI ALBERIGO GEN. altezza del civico 28;0;C;38,101633;13,395139
13/01/2022;23:30;VIA CRISPI FRANCESCO altezza Distrib. ESSO;0;C;38,130251;13,36065
14/01/2022;02:00;PIAZZA DIODORO SICULO di fronte al civico 16;0;C;38,127725;13,346212
14/01/2022;02:00;PIAZZA NOCE altezza (spec.) civ. 1 E;1;F;38,121953;13,333484
14/01/2022;11:00;VIA GIACHERY CARLO altezza (spec.) metro;0;C;38,135392;13,358748
14/01/2022;11:05;VIA TRICOMI ERNESTO pressi Pron socc civic;1;F;38,101702;13,356554
14/01/2022;12:40;VIA SETTIMO RUGGERO intersezione VIA MAGLIOCCO VINCENZO GEN.;1;F;38,121887;13,357405
14/01/2022;13:55;VIA GORGONE GIOVANNI intersezione VIA VIOLA EMANUELE;0;C;38,148666;13,314794
14/01/2022;14:19;PIAZZA PRINCIPE DI CAMPOREALE di fronte al civico 39;1;F;38,120023;13,339549
14/01/2022;15:45;VIALE VENERE altezza VIALE M. DI SAV;0;C;38,189619;13,332854
14/01/2022;15:45;VIALE VENERE altezza M. DI SAVOIA;1;F;38,189619;13,332854
14/01/2022;19:20;VIA DE FILIPPO TITINA altezza del civico 44;0;C;38,102325;13,327135
14/01/2022;19:50;VIA ROMA di fronte al civico 531;1;F;38,125804;13,358178
14/01/2022;22:30;VIA MESSINA MARINE nr. 383;0;C;38,103155;13,393761
15/01/2022;00:45;VIA CRISPI FRANCESCO altezza del civico 248;2;F;38,129297;13,360997
15/01/2022;05:00;VIA S.LORENZO altezza del civico 251;0;C;38,163961;13,320557
15/01/2022;08:30;VIALE REGIONE SICILIANA N.O. altezza del civico 8648;1;F;38,170779;13,299434
15/01/2022;09:05;VIA NIGRA COSTANTINO intersezione con VIA PRINCIPE DI VILLAFRANCA;1;F;38,129406;13,349394
15/01/2022;12:00;VIA MESSINA MARINE altezza del civico 226;0;C;38,099162;13,405223
15/01/2022;13:00;VIA GOETHE intersezione con VIA TURRISI NICOLO';1;F;38,119882;13,350794
15/01/2022;14:20;VIALE DIANA pressi Ingr. P. leoni;1;F;38,146924;13,344078
15/01/2022;17:45;VIA PORRAZZI nr. 4;1;F;38,104288;13,333742
16/01/2022;02:00;VIALE REGIONE SICILIANA altezza del civico 4325;1;F;38,08974;13,373916
16/01/2022;03:00;FORO UMBERTO I altezza PORTA FELICE;4;F;38,119706;13,371411
16/01/2022;11:15;VIA ARCOLEO GIORGIO intersezione VIA MORSO SALVATORE;0;C;38,106699;13,361307
16/01/2022;14:00;VIA DAIDONE intersezione con VIA SOZZI OLIVIO;1;F;38,138138;13,338216
16/01/2022;18:00;CORSO PISANI PIETRO nr. 306;0;C;38,105753;13,343551
17/01/2022;09:03;VIA NINA SICILIANA altezza Ing. parcheggio;1;F;38,116921;13,33175
17/01/2022;10:00;VIA CALVI PASQUALE altezza (inters.) VIA BORRELLI ALFONSO;2;F;38,130941;13,354567
17/01/2022;10:15;VIA PRINCIPE DI PATERNO' altezza del civico 62;1;F;38,140284;13,342221
17/01/2022;13:00;VIA CAPPUCCINI intersezione LARGO LONGOBARDI NICCOLO';1;F;38,110752;13,34461
17/01/2022;13:30;ROTONDA INTRAVAIA DOMENICO di fronte .;0;C;;
17/01/2022;14:45;VIALE STRASBURGO in prossimit? di by pass df 538;1;F;38,161044;13,322845
17/01/2022;15:15;VIA PALMERINO altezza del civico 70;0;C;38,095224;13,327931
17/01/2022;15:30;VIALE REGIONE SICILIANA S.E. altezza BABY LUNA;0;C;38,090463;13,343618
17/01/2022;19:45;VIA RIBERA intersezione con VIA RANZANO PIETRO;0;C;38,117657;13,349326
18/01/2022;00:10;VIALE REGIONE SICILIANA altezza del civico 8121;0;C;38,085659;13,416802
18/01/2022;09:00;VIA CASTELLANA altezza del civico 346 a;0;C;38,126593;13,285626
18/01/2022;09:30;VIA ASPROMONTE altezza 4309;0;C;;
18/01/2022;09:40;VIALE REGIONE SICILIANA N.O. altezza (spec.) Sott.citta giar;0;C;38,167832;13,302489
18/01/2022;13:39;PIAZZA CAPONNETTO ANTONINO intersezione con VIA MONTEPELLEGRINO;1;F;38,135881;13,358538
18/01/2022;16:30;VIA SADAT ANWAR altezza del civico 13;1;F;38,146473;13,354148
18/01/2022;16:45;PIAZZA PERANNI DOMENICO altezza (inters.) VIA PAPIRETO;0;C;38,115198;13,353343
18/01/2022;18:15;VIA EMILIANI GIUDICI PAOLO intersezione con VIA D'ONDES REGGIO VITO;0;C;38,108509;13,3641
19/01/2022;08:45;VIA CASTELLANA altezza del civico 145;1;F;38,12568;13,296338
19/01/2022;09:00;VIALE GALILEO GALILEI intersezione con VIA PRINCIPE DI PATERNO';1;F;38,136378;13,332594
19/01/2022;09:30;VIA PORTA S.AGATA intersezione con VIA ROSSELLI;1;F;38,109688;13,361753
19/01/2022;09:30;VIA DANTE intersezione VIA GARZILLI NICCOLO';0;C;38,124409;13,353411
19/01/2022;12:55;PIAZZA PALLAVICINO intersezione con VIA SORGE GIUSEPPE;1;F;38,17239;13,327186
19/01/2022;14:15;VIA NOTARBARTOLO EMANUELE intersezione VIA LO JACONO FRANCESCO;0;C;38,132656;13,345459
19/01/2022;14:20;VIA CRISPI FRANCESCO in prossimit? di intersezione;0;C;;
19/01/2022;15:40;VIALE VENERE intersezione con VIA MARINAI ALLIATA;1;F;38,18965;13,328476
19/01/2022;18:00;VIA BALCH EMILY s.n.c.;1;F;38,088882;13,349433
19/01/2022;18:25;VIA DELLA LIBERTA' altezza 173/c;0;C;38,139314;13,346215
19/01/2022;20:40;VIALE MICHELANGELO intersezione VIA AL SANTUARIO DI CRUILLAS;0;C;38,13923;13,328659
20/01/2022;00:30;VIALE DIANA intersezione con VIALE ERCOLE;2;F;38,169904;13,338557
20/01/2022;07:10;VIA PIANO DELL'UCCIARDONE intersezione con VIA GIACHERY CARLO;0;C;38,134571;13,358117
20/01/2022;07:25;VIALE REGIONE SICILIANA N.O. carr. laterale SOTTOPONTE LAZI;0;C;;
20/01/2022;08:12;VIA CORLEONE SALVATORE altezza del civico 5;0;C;38,095206;13,390129
20/01/2022;09:00;PIAZZA INDIPENDENZA intersezione VIA CAPPUCCINI;0;C;38,11099;13,349833
20/01/2022;09:20;VIA DUCA DELLA VERDURA intersezione con VIA TOSELLI PIETRO MAGG.;1;F;38,134697;13,353524
20/01/2022;11:37;VIALE STRASBURGO intersezione VIA FINLANDIA;2;F;38,155255;13,327719
20/01/2022;16:35;VIA FERRARI ORSI FEDERICO altezza del civico 96;1;F;38,100918;13,389543
20/01/2022;16:45;VIA DELLA LIBERTA' altezza del civico 54;1;F;38,135165;13,348887
21/01/2022;07:15;VIA FERMI ENRICO intersezione con VIA PACINOTTI ANTONIO;1;F;38,127016;13,336114
21/01/2022;08:25;VIALE REGIONE SICILIANA S.E. carr. laterale TRIONFANTE;1;F;;
21/01/2022;13:00;VIA SCINA' DOMENICO altezza del civico 163;0;C;38,126934;13,357959
21/01/2022;14:40;VIA BEATO ANGELICO altezza del civico 25;0;C;38,1276;13,322949
21/01/2022;15:10;VIALE REGIONE SICILIANA S.E. altezza pagliarelli;0;C;;
22/01/2022;00:15;VIALE REGIONE SICILIANA N.O. carreggiata centrale sottop belg Tp;1;F;;
22/01/2022;02:15;FORO UMBERTO I altezza PORTA FELICE;1;F;38,119729;13,371432
22/01/2022;03:20;VIA LA LUMIA ISIDORO intersezione VIA ARCHIMEDE;0;C;38,128821;13,354963
22/01/2022;05:30;VIALE REGIONE SICILIANA N.O. carreggiata centrale DIREZIONE TP;4;R;;
22/01/2022;09:30;PIAZZA BOIARDO MATTEO MARIA altezza del civico 21;1;F;38,132119;13,342633
22/01/2022;14:30;VIA SALAMONE MARINO SALVATORE intersezione VIA ARCOLEO GIORGIO;2;F;38,10789;13,36053
22/01/2022;15:45;VIA CAVOUR CAMILLO altezza del civico 104;2;F;38,121367;13,358486
22/01/2022;17:20;VIALE AMEDEO D'AOSTA altezza (inters.) VIA QUADRIO MAURIZIO;1;F;38,101354;13,384335
22/01/2022;20:30;VIA IEVOLELLA VITO intersezione con CORSO ALBERTO AMEDEO;1;F;38,113026;13,352192
22/01/2022;23:30;VIA MONTEPELLEGRINO intersezione VIA LORIA RUGGERO;0;C;38,139049;13,35834
22/01/2022;23:45;VIA MESSINA MARINE altezza del civico 225;0;C;38,10607;13,386886
23/01/2022;01:05;VIA OMODEI FRANCESCO intersezione VIA CALVI PASQUALE;2;F;38,12963;13,355354
23/01/2022;01:30;VIA PITRE' GIUSEPPE intersezione con VIA SALEMI FRANCESCO GEN.;0;C;38,11049;13,333194
23/01/2022;03:30;VIA SPADOLINI GIOVANNI intersezione con VIA S.LORENZO;2;F;38,169221;13,31113
23/01/2022;03:35;VIA CAMARDA DEMETRIO altezza del civico 4;3;F;38,110688;13,335035
23/01/2022;13:05;CORSO TUKORY altezza del civico 131;1;F;38,108874;13,359543
23/01/2022;20:10;VIA BERRETTARO BARTOLOMEO nr. 5;0;C;38,137913;13,308004
24/01/2022;00:01;VIA BELGIO altezza (inters.) VIA MONTE S.CALOGERO;0;C;38,150032;13,32824
24/01/2022;08:50;VIALE DEL FANTE intersezione con VIA VILLA ROSATO;1;F;38,161541;13,334033
24/01/2022;13:15;VIA PORRAZZI intersezione con VIA MULE' GIUSEPPE;1;F;38,10252;13,334196
24/01/2022;18:50;VIALE STRASBURGO intersezione con VIA ALDISIO SALVATORE;1;F;38,154886;13,328398
24/01/2022;20:20;VIA CAMPOLO GIOVANNI intersezione con VIA SERRADIFALCO;1;F;38,129446;13,337954
25/01/2022;10:00;VIA RALLO ALBERTO intersezione con VIA CIMBALI GIUSEPPE;0;C;38,140263;13,363855
25/01/2022;11:10;VIA DIAZ ARMANDO M.LLO altezza (spec.) Largo E. Perri;0;M;38,10054;13,393134
25/01/2022;11:30;VIA LANZA DI SCALEA GIUSEPPE altezza del civico 2701;0;C;38,186784;13,301233
25/01/2022;13:00;VIA NAVE intersezione con STRADELLA RISERVA REALE;1;F;38,10306;13,315624
25/01/2022;15:30;VIA INGHAM intersezione con VIA PECORAINO FILIPPO;1;F;38,095493;13,397803
25/01/2022;16:45;VIALE REGIONE SICILIANA N.O. altezza (spec.) media world;1;F;;
25/01/2022;18:10;VIALE REGIONE SICILIANA S.E. altezza BABY LUNA;0;C;;
25/01/2022;21:15;VIA PETRARCA FRANCESCO intersezione con VIA NOTARBARTOLO EMANUELE;0;C;38,133313;13,348047
26/01/2022;00:30;VIA VILLANI GIOVANNI altezza (inters.) VIA ALTOFONTE;3;F;38,09266;13,334226
26/01/2022;07:40;VIA RESTIVO EMPEDOCLE altezza del civico 78;0;C;38,145138;13,335359
26/01/2022;12:30;VIA CASTELLANA intersezione con VIA CARTAGINE;0;C;38,125662;13,306944
26/01/2022;13:15;VIA CORDOVA FILIPPO intersezione VIA D'AZEGLIO MASSIMO;1;F;38,141255;13,346597
26/01/2022;14:18;VIALE STRASBURGO intersezione con VIA PRINCIPE DI PANTELLERIA;1;F;38,1588;13,324599
26/01/2022;16:15;VIA SARULLO LUIGI intersezione con VIA ROCCAZZO;1;F;38,120523;13,306196
26/01/2022;17:40;VIALE DELLA RESURREZIONE altezza (inters.) PIAZZA MARIA CONSOLATRICE;1;F;38,169799;13,323972
26/01/2022;18:15;VIA LODATO GAETANO direzione verso VIA DEL VESPRO;0;C;;
26/01/2022;19:40;VIA RESTIVO EMPEDOCLE intersezione con VIA BRIGATA VERONA;0;R;38,142331;13,337148
26/01/2022;21:15;VIALE LEONARDO DA VINCI intersezione VIA BEATO ANGELICO;0;C;38,127091;13,323125
27/01/2022;07:40;VIALE REGIONE SICILIANA N.O. altezza (inters.) VIA PAGANO GIUSEPPE;1;F;38,105391;13,330575
27/01/2022;09:05;VIA PRINCIPE DI PATERNO' intersezione con VIA DI MARCO DOMENICO;1;F;38,140986;13,343951
27/01/2022;10:30;PIAZZA CHINNICI ROCCO altezza (spec.) VIA DE SALIBA;0;C;38,133109;13,333157
27/01/2022;11:30;VIA ROMA altezza del civico 330;1;F;38,121338;13,361239
27/01/2022;12:30;VIALE REGIONE SICILIANA S.E. carreggiata centrale -;0;C;;
27/01/2022;14:30;VIALE REGIONE SICILIANA S.E. altezza del civico 686;1;F;38,098009;13,334175
27/01/2022;20:35;VIALE DELLA RESURREZIONE intersezione con PIAZZA MARIA CONSOLATRICE;0;C;38,169781;13,323984
28/01/2022;01:40;VIALE LEONARDO DA VINCI intersezione VIA CASALINI;3;F;38,126807;13,313636
28/01/2022;02:45;VIA FERMI ENRICO intersezione PIAZZA SCIASCIA LEONARDO;1;F;38,126956;13,335838
28/01/2022;07:30;VIA BASILE ERNESTO altezza (spec.) raiti;1;F;38,097343;13,345625
28/01/2022;08:00;VIA ACCARDO MARIANO altezza (inters.) VIA VALLA NICCOLO';1;F;38,125425;13,333079
28/01/2022;09:10;VIA ALEO COSIMO a mt. SNC;0;C;38,115757;13,330744
28/01/2022;09:35;VIA DANTE altezza (spec.) vlo malfitano;1;F;38,121677;13,342123
28/01/2022;15:00;VIA ACIREALE intersezione con VIA CENTURIPE;1;F;38,130871;13,301147
28/01/2022;17:10;VIA DANTE intersezione con VIA DE SPUCHES GIUSEPPE;1;F;38,123938;13,351531
28/01/2022;18:00;VIALE MICHELANGELO nr. 1011;1;F;38,136829;13,318005
28/01/2022;18:40;VIA ORETO nr. 39;0;C;38,108791;13,365916
28/01/2022;20:00;VIA CONTESSA GIUDITTA pressi -;1;F;38,116675;13,346644
28/01/2022;23:50;VIA MESSINA MARINE altezza del civico 240;2;F;38,09877;13,406043
29/01/2022;06:15;VIA MESSINA MARINE altezza del civico 213;0;C;38,106163;13,386515
29/01/2022;07:30;FORO UMBERTO I in prossimit? di PORTA FELICE;0;C;38,119731;13,371443
29/01/2022;11:15;VIA FISCHIETTI FRANZ altezza .;0;C;38,120338;13,343529
29/01/2022;12:40;VIALE LEONARDO DA VINCI intersezione VIA CASTELLANA;1;F;38,126104;13,302394
29/01/2022;13:00;VIA CRISPI FRANCESCO in prossimit? di via sammuzzo;0;C;38,124994;13,363815
29/01/2022;22:30;PIAZZA LEONI altezza del civico 9;1;F;38,14578;13,345219
29/01/2022;22:55;VIA CALA altezza PORTA FELICE;1;F;38,119718;13,37138
30/01/2022;02:30;CORSO CALATAFIMI intersezione con VIA PARUTA FILIPPO;2;F;38,098027;13,317935
30/01/2022;03:20;VIALE REGIONE SICILIANA S.E. di fronte al civico 2060;0;C;38,087332;13,348807
30/01/2022;08:00;VIA MESSINA MARINE carr. centrale 811/c;1;F;38,095238;13,432568
30/01/2022;11:40;VIA THAON DE REVEL PAOLO AMM. di fronte al civico civ 74;1;F;38,086278;13,401522
30/01/2022;16:20;VIA VAL DI MAZARA intersezione con VIA TRINACRIA;1;F;38,149167;13,338104
31/01/2022;10:10;VIA MARCHESE DI ROCCAFORTE intersezione con VIA LA MARMORA ALESSANDRO;1;F;38,14295;13,346752
31/01/2022;12:30;VIALE MICHELANGELO altezza del civico 1938;1;F;38,133082;13,309406
31/01/2022;13:15;LARGO PRINCIPE DI PATERNO' altezza del civico 160;1;F;38,137406;13,335128
31/01/2022;14:15;VIA BASILE ERNESTO altezza (inters.) VIA CAU LUSSORIO;1;F;38,094962;13,341325
31/01/2022;23:10;VIA RESUTTANA altezza del civico 22;1;F;38,151419;13,337194
31/01/2022;23:30;VIA TESTA FRANCESCO intersezione VIA GIUFFREDI ARGISTO;0;C;;
01/02/2022;04:30;VIALE REGIONE SICILIANA altezza del civico 33;0;C;38,122125;13,329262
01/02/2022;11:15;VIA BASILE ERNESTO altezza del civico 22;0;C;38,107166;13,353932
01/02/2022;13:10;VIA ROMA altezza del civico 78;1;F;38,113043;13,365357
02/02/2022;02:57;VIA ZAPPA GINO altezza del civico 144;0;C;38,178141;13,311075
02/02/2022;08:25;PIAZZA GIULIO CESARE altezza (inters.) VIA ORETO;2;F;38,109875;13,365208
02/02/2022;10:20;VIA DEL VESPRO altezza del civico 135;1;F;38,10351;13,362524
02/02/2022;16:30;VIA MESSINA MARINE altezza del civico 186;0;C;38,101245;13,399305
02/02/2022;19:00;VIA MENDOLA altezza del civico 34;1;F;38,105686;13,366323
02/02/2022;19:30;VIALE REGIONE SICILIANA S.E. altezza del civico 411;0;C;38,09963;13,331962
03/02/2022;10:00;VIA BELGIO intersezione VIA NEBRODI(DEI);0;C;38,15032;13,328989
03/02/2022;11:45;VIA PARTANNA MONDELLO altezza del civico 39;0;C;38,192437;13,301845
03/02/2022;13:05;VIA NOTARBARTOLO EMANUELE intersezione VIA LO JACONO FRANCESCO;1;F;38,132655;13,345459
03/02/2022;17:30;VIA SADAT ANWAR altezza del civico 158;0;C;38,14691;13,353753
03/02/2022;19:45;VIA BASILE ERNESTO di fronte 22;1;F;38,107183;13,35393
04/02/2022;09:10;VIALE LEONARDO DA VINCI intersezione con VIA LO VERDE GIACOMO;1;F;38,129707;13,333749
04/02/2022;09:35;VIA BONAGIA intersezione con VIA AZOTI NICOLO';0;M;38,086507;13,361442
04/02/2022;14:15;VIA DELL'ARSENALE intersezione con VIA QUINTA CASA;1;F;38,135658;13,364166
04/02/2022;14:50;FORO UMBERTO I di fronte porta dei greci;1;F;38,116403;13,374324
04/02/2022;16:00;VIA PACINOTTI ANTONIO altezza del civico 72;0;C;38,127972;13,335878
04/02/2022;16:15;VIALE STRASBURGO di fronte al civico 354;0;C;38,157159;13,326176
05/02/2022;02:10;VIALE REGIONE SICILIANA N.O. pressi sottopon.Pitr?;3;F;;
05/02/2022;02:30;VIA PATTI altezza del civico 129;0;C;38,178101;13,313998
05/02/2022;05:30;VIALE ERCOLE direzione dopo CANCELLO GIUSINO;0;C;;
05/02/2022;09:15;VIA CAVOUR CAMILLO intersezione VIA ROMA;1;F;38,122009;13,360816
05/02/2022;20:40;VIALE DIANA intersezione con PIAZZA LEONI;0;C;38,147064;13,343895
05/02/2022;21:20;VIA AQUILEIA altezza del civico 7 C;3;F;38,141703;13,333283
06/02/2022;01:00;VIA ISONZO intersezione con VIA PRINCIPE DI PATERNO';1;F;38,140699;13,343288
06/02/2022;04:00;VIA NAPOLI altezza del civico 59;0;C;38,117508;13,360447
06/02/2022;05:40;FORO UMBERTO I pressi civ 3 A;0;C;38,118994;13,371965
06/02/2022;11:40;VIA PECORI GIRALDI GUGLIELMO M intersezione con VIA CORSELLI RODOLFO GEN.;1;F;38,097622;13,398253
06/02/2022;14:30;VIA NIGRA COSTANTINO intersezione con VIA SAMMARTINO;1;F;38,128784;13,3477
06/02/2022;14:30;VIALE DEL FANTE altezza del civico 66;1;F;38,157159;13,337355
06/02/2022;17:00;VIALE GALILEO GALILEI pressi civ.26;1;F;38,130686;13,334587
06/02/2022;19:00;VIALE REGIONE SICILIANA S.E. altezza FORUM;0;C;;
06/02/2022;20:30;VIALE REGIONE SICILIANA S.E. altezza del civico 4251;1;F;38,089511;13,372898
06/02/2022;21:30;VIA ORETO intersezione con VIA LA COLLA FRANCESCO;0;C;38,100457;13,371423
07/02/2022;01:00;VIA PACINOTTI ANTONIO intersezione con VIA CAMPOLO GIOVANNI;0;C;38,128718;13,33544
07/02/2022;08:45;VIA BORRELLI ALFONSO nr. 9;1;F;38,13074;13,354017
07/02/2022;09:30;VIA MESSINA MARINE intersezione con VIA LAUDICINA ANTONINO;1;F;38,097849;13,413237
07/02/2022;09:30;VIA RIOLO ROSARIO intersezione con VIA TURRISI COLONNA GIUSEPPINA;1;F;38,126036;13,348761
07/02/2022;10:30;VIA ALAGNA GIACOMO intersezione con VIA PADRE GIUSEPPE PUGLISI;1;F;38,102537;13,388646
07/02/2022;11:10;VIA DELLA LIBERTA' intersezione VIA NOTARBARTOLO EMANUELE;1;F;38,133714;13,34978
07/02/2022;13:09;SVINCOLO DI SALVO ROSARIO intersezione VIA BELGIO;1;F;;
07/02/2022;13:30;VIA MARCHESE UGO altezza del civico 3;1;F;38,130366;13,351134
07/02/2022;16:00;VIA ORETO altezza del civico 420;1;F;38,096738;13,373783
07/02/2022;17:05;VIA CAMPOLO GIOVANNI altezza del civico 8;0;C;38,128286;13,332939
07/02/2022;19:40;CORSO TUKORY altezza del civico 194;0;C;38,108748;13,358848
08/02/2022;07:55;PIAZZA BOIARDO MATTEO MARIA in prossimit? di MC DONALD;0;C;38,132266;13,34227
