Data;Ora;Luogo;Feriti;Tipo Sinistro;Latitudine;Longitudine
27/10/2022;20:00;VIA AQUILEIA nr. 38;0;C;38,141796;13,333185
28/10/2022;10:45;VIA PERPIGNANO altezza (inters.) VIA D'AQUINO RINALDO;1;F;38,119113;13,335171
28/10/2022;11:05;VIA TRINACRIA intersezione con VIA VAL DI MAZARA;1;F;38,149177;13,338112
28/10/2022;15:00;VIA NOTARBARTOLO EMANUELE intersezione con LARGO ABETI (DEGLI);0;C;38,13368;13,349579
28/10/2022;15:25;CORSO DEI MILLE altezza del civico 1317;0;R;38,091837;13,411859
28/10/2022;15:30;VIALE LEONARDO DA VINCI altezza VIA ROMANIA;1;F;38,126248;13,304821
28/10/2022;23:45;VIA TORREARSA intersezione con VIA DELLA LIBERTA';1;F;38,126165;13,354861
29/10/2022;03:50;VIA DI MARCO VINCENZO intersezione con VIA MONDINI RAFFAELLO;1;F;38,135612;13,350446
29/10/2022;11:24;VIA MENDELSSOHN FELIX altezza del civico 21;0;C;38,144587;13,314299
29/10/2022;15:00;PIAZZA GIULIO CESARE altezza (inters.) VIA BALSAMO PAOLO;1;F;38,10997;13,36773
29/10/2022;15:15;VIALE REGIONE SICILIANA N.O. altezza (inters.) VIA SAURO NAZARIO;0;C;38,125532;13,329641
29/10/2022;15:50;VIA DI MARTINO GIROLAMO intersezione con VIA ZAMPARRONE BALDASSARE;1;F;38,123671;13,338759
29/10/2022;18:30;VIALE REGIONE SICILIANA S.E. altezza del civico 4107;0;C;38,086173;13,351027
30/10/2022;00:20;VIA DELLA LIBERTA' altezza del civico 171;0;C;38,139159;13,346336
30/10/2022;04:10;VIALE LEONARDO DA VINCI altezza del civico 635/h;0;R;38,12676;13,31163
30/10/2022;04:20;VIA MANDERINO altezza del civico 9;0;C;38,197927;13,277459
30/10/2022;12:00;VIA D'ONDES REGGIO VITO intersezione con VIA CORAZZA FILIPPO;1;F;38,107965;13,362945
30/10/2022;15:30;VIA SALAMONE MARINO SALVATORE intersezione con VIA ARCOLEO GIORGIO;3;F;38,107882;13,360508
30/10/2022;20:45;VIA UDITORE altezza del civico 12N;1;F;38,130007;13,325584
31/10/2022;01:00;VIA ZANDONAI RICCARDO intersezione VIA PRINCIPE DI PALAGONIA;0;C;38,133271;13,336934
31/10/2022;07:50;VIA ALEARDI ALEARDO intersezione VIA UDITORE;0;C;38,126971;13,328427
31/10/2022;08:25;PIAZZA CASTELNUOVO altezza del civico 50;1;F;38,124851;13,35492
31/10/2022;12:00;VIALE REGIONE SICILIANA intersezione VIA BIAGI ENZO;0;C;38,15559;13,318247
31/10/2022;13:30;VIALE REGIONE SICILIANA N.O. s.n.c.;4;F;38,134463;13,330752
31/10/2022;15:30;VIA BASILE ERNESTO intersezione VIA PELLIGRA SALVATORE;1;F;38,097926;13,346099
31/10/2022;15:50;VIA LASCARIS COSTANTINO intersezione VIA CONTESSA GIUDITTA;1;F;38,11668;13,346668
31/10/2022;17:00;PIAZZA INDIPENDENZA altezza INGRESSO ARS;1;F;38,111008;13,351423
31/10/2022;17:30;VIALE DIANA altezza IPPOMONTATO;1;F;38,157878;13,343878
31/10/2022;19:50;STRADALE BELLOLAMPO KM.5351 altezza del km 4;0;C;38,137695;13,276026
01/11/2022;00:20;VIA BRUNELLESCHI FILIPPO intersezione con VIA CAMMARANO GIUSEPPE;1;F;38,135677;13,313552
01/11/2022;04:00;VIA LA FARINA GIUSEPPE intersezione con VIA PRINCIPE DI VILLAFRANCA;1;F;38,129007;13,349651
01/11/2022;04:30;VIA CALA altezza VIA PORTO SALVO;1;F;38,11882;13,367162
01/11/2022;08:10;VIALE REGIONE SICILIANA S.E. a mt. 300 VIA ORETO;1;M;38,091081;13,3772
01/11/2022;14:05;VIA BASILE ERNESTO altezza CAPOLINEA AMAT;1;F;38,097656;13,345634
01/11/2022;17:15;CORSO FINOCCHIARO APRILE CAMILLO intersezione VIA NARBONE ALESSIO;2;F;38,118239;13,345381
02/11/2022;00:05;VIALE DIANA a mt. a300 da colonia;0;C;38,154119;13,347671
02/11/2022;10:43;VIA STABILE MARIANO intersezione VIA WAGNER RICCARDO;1;F;38,12342;13,35881
02/11/2022;11:40;VIA GULI' SIMONE COM. altezza del civico 236;0;C;38,144149;13,367891
02/11/2022;13:40;VIA TORREARSA intersezione con VIA DAITA GAETANO;1;F;38,126426;13,355513
02/11/2022;13:55;VIA SAMPOLO intersezione con VIA DUCA DELLA VERDURA;1;F;38,135399;13,356402
02/11/2022;15:00;VIA BASILE ERNESTO in prossimit? di DF. CIV. 104/A;1;F;38,105628;13,351632
02/11/2022;15:30;VIALE REGIONE SICILIANA S.E. altezza by pass;1;F;38,09559;13,336973
03/11/2022;04:00;VIA MESSINA MARINE nr. 421;0;C;38,102037;13,396872
03/11/2022;07:30;VIA CORRAO GIOVANNI di fronte al civico 6a;1;F;38,105142;13,386231
03/11/2022;07:45;VIALE REGIONE SICILIANA S.E. carr. centrale direz. TP;1;F;38,102878;13,330545
03/11/2022;10:05;CORSO PISANI PIETRO altezza del civico 181;0;C;38,107088;13,346889
03/11/2022;10:45;VIA VITTORIO EMANUELE altezza (inters.) PIAZZA S. SPIRITO;1;F;38,119548;13,370971
03/11/2022;11:10;VIA MALASPINA intersezione VIA CIMAROSA DOMENICO;1;F;38,128864;13,340142
03/11/2022;13:00;VIALE REGIONE SICILIANA in prossimit? di VIA G. PITRE';0;C;38,11076;13,329901
03/11/2022;14:35;CORSO DEI MILLE altezza del civico 740;1;F;38,099613;13,386786
03/11/2022;15:20;VIA DANTE intersezione VIA GARZILLI NICCOLO';1;F;38,124408;13,353398
03/11/2022;15:30;VIA BASILE ERNESTO altezza (spec.) Architettura;1;F;38,100767;13,347354
03/11/2022;17:30;LARGO SAN JOSEMARIA ESCRIVA' intersezione VIA CAMPOLO GIOVANNI;0;C;38,128245;13,332699
03/11/2022;17:30;VIA DELLA LIBERTA' intersezione PIAZZA CASTELNUOVO;0;C;38,125016;13,355356
03/11/2022;19:50;VIA LANZA DI SCALEA GIUSEPPE altezza areaconca d'oro;0;C;38,183263;13,307229
03/11/2022;20:00;VIA PALMERINO altezza del civico 68;1;F;38,095318;13,3281
04/11/2022;05:00;VIA ATTINELLI SALVATORE altezza del civico 36;0;C;38,133563;13,304069
04/11/2022;07:00;VIA IMERA intersezione VIA LASCARIS COSTANTINO;1;F;38,117041;13,348821
04/11/2022;07:50;VIA CAVOUR CAMILLO altezza del civico 6;1;F;38,122413;13,362354
04/11/2022;16:15;PIAZZA ZIINO OTTAVIO nr. 1b distr. ESSO;1;F;38,131146;13,338036
04/11/2022;17:40;VIA PISACANE CARLO altezza del civico 11;2;F;38,10896;13,362824
04/11/2022;17:41;VIA PISACANE CARLO altezza del civico 11;2;F;38,108956;13,362852
04/11/2022;17:42;VIA PISACANE CARLO altezza del civico 11;0;C;38,10896;13,362824
04/11/2022;17:43;VIA PISACANE CARLO altezza del civico 11;1;F;38,10896;13,362824
04/11/2022;18:40;VIA BOITO ARRIGO intersezione con VIA SGAMBATI GIOVANNI;1;F;38,130323;13,340957
04/11/2022;20:00;VIA S. GIOVANNI DI DIO altezza del civico 4;1;F;38,100203;13,383515
04/11/2022;23:00;VIA MESSINA MARINE di fronte al civico 821;0;C;38,093507;13,438614
04/11/2022;23:45;VIALE REGIONE SICILIANA N.O. altezza sott ponte belg;1;F;38,149072;13,326225
05/11/2022;00:15;VIA FILICIUZZA intersezione con VIA PIETRO D'ARAGONA;2;F;38,107521;13,358086
05/11/2022;02:20;VIALE DUCA DEGLI ABRUZZI altezza civ. 2;0;C;38,168884;13,328464
05/11/2022;03:50;PIAZZA INDIPENDENZA nr. 13;0;C;38,10989;13,350984
05/11/2022;07:50;VIA MATER DOLOROSA altezza del civico 75;0;C;38,173426;13,329688
05/11/2022;08:40;VIA PRINCIPE DI SCORDIA altezza del civico 89;1;F;38,125533;13,360301
05/11/2022;12:45;VIA IEVOLELLA VITO intersezione CORSO ALBERTO AMEDEO;1;F;38,113027;13,352212
05/11/2022;13:15;CORSO DEI MILLE intersezione VIA CORSELLI RODOLFO GEN.;1;F;38,096478;13,397648
05/11/2022;16:45;VIA VITALI VINCENZO altezza del civico 22;2;F;38,098758;13,349127
05/11/2022;21:30;VIALE REGIONE SICILIANA S.E. altezza del civico 2020;1;F;38,087472;13,348313
06/11/2022;00:30;VIALE REGIONE SICILIANA N.O. carreggiata centrale sott. Belgio;2;F;38,149063;13,326198
06/11/2022;00:30;VIA BASILE ERNESTO di fronte al civico 198;0;C;38,100623;13,347546
06/11/2022;01:20;VIA BALCH EMILY pressi via villagrazia;0;C;38,088833;13,348259
06/11/2022;03:00;VIA SAMMARTINO intersezione VIA LA FARINA GIUSEPPE;0;C;38,128291;13,347983
06/11/2022;04:00;VIA DON ORIONE nr. 18/A;0;C;38,141789;13,362196
06/11/2022;16:05;VIA D'AQUINO RINALDO altezza del civico 35;2;F;38,117507;13,335533
06/11/2022;16:50;VIA DODICI GENNAIO intersezione con VIA GARZILLI NICCOLO';1;F;38,125331;13,352824
06/11/2022;19:20;VIA VENEZIANO ANTONIO intersezione con VIA DANTE;0;C;38,122303;13,34462
07/11/2022;10:00;VIA IMERA intersezione con VIA MOSCA GAETANO;0;C;38,114195;13,349873
07/11/2022;13:05;VIA GOETHE altezza del civico 49;2;F;38,121274;13,350571
07/11/2022;13:30;VIA VICARI intersezione VIALE CALTAGIRONE;0;C;38,130043;13,302502
07/11/2022;15:00;VIA AUGUSTA di fronte al civico 12;1;F;38,131505;13,291887
07/11/2022;15:10;VIA NOTARBARTOLO EMANUELE intersezione VIA PETRARCA FRANCESCO;2;F;38,133286;13,348053
07/11/2022;23:30;VIALE DIANA direzione mondello PIAZZA VALDESI;2;F;38,158145;13,343659
08/11/2022;06:00;VIA MESSINA MARINE di fronte al civico 389;2;F;38,10312;13,393862
08/11/2022;09:05;VIA DAITA GAETANO intersezione VIA RICASOLI;1;F;38,127962;13,354522
08/11/2022;09:50;VIA SCINA' DOMENICO di fronte al civico 172;0;C;38,125993;13,357393
08/11/2022;11:00;VIALE EMILIA intersezione con VIA RESTIVO EMPEDOCLE;1;F;38,145318;13,335307
08/11/2022;17:00;VIALE REGIONE SICILIANA N.O. intersezione con VIA TRABUCCO;1;F;38,155346;13,317836
08/11/2022;17:30;VIALE REGIONE SICILIANA altezza SOTTOVIA LAZIO;0;C;38,140858;13,331221
08/11/2022;20:45;PIAZZA INDIPENDENZA altezza (inters.) CORSO RE RUGGERO;1;F;38,110157;13,352786
09/11/2022;10:10;VIA CRISPI FRANCESCO altezza del civico 1;0;C;38,120846;13,366313
09/11/2022;15:40;VIA DELLA LIBERTA' altezza del civico 92A;1;F;38,140112;13,345629
09/11/2022;22:00;VIA LANZA DI SCALEA GIUSEPPE altezza del civico 600;1;F;38,168827;13,315207
10/11/2022;00:35;VIA WAGNER RICCARDO intersezione VIA STABILE MARIANO;0;C;38,12345;13,358816
10/11/2022;06:00;VIA IMERA intersezione VIA LASCARIS COSTANTINO;2;F;38,117037;13,348823
10/11/2022;12:20;VIA SAMMUZZO intersezione VIA CRISPI FRANCESCO;1;F;38,125045;13,363835
10/11/2022;13:40;VIA MONTE S.CALOGERO pressi 20/A;1;F;38,15292;13,326087
10/11/2022;17:10;VIALE REGIONE SICILIANA N.O. carr. centrale alt m. eleonora;4;F;38,11726;13,329053
10/11/2022;20:00;VIALE REGIONE SICILIANA N.O. altezza DI BLASI;1;F;38,123064;13,328977
10/11/2022;22:00;VIALE REGIONE SICILIANA nr. 9221;0;C;38,176144;13,29556
11/11/2022;11:54;PIAZZA GIULIO CESARE di fronte al civico 52;1;F;38,110486;13,366119
11/11/2022;12:00;VIALE REGIONE SICILIANA N.O. altezza del civico 4975;1;F;38,147503;13,327715
11/11/2022;12:00;VIALE LEONARDO DA VINCI altezza del civico 392/N;1;F;38,126764;13,316528
11/11/2022;15:15;VIA BASILE GIOVANBATTISTA F. intersezione VIA DEL FERVORE;1;F;38,124153;13,349333
11/11/2022;16:30;VIALE DEL FANTE altezza del civico 56;0;C;38,14906;13,342844
11/11/2022;19:25;CORSO CALATAFIMI nr. 963;2;F;38,099867;13,322396
11/11/2022;19:30;VIALE REGIONE SICILIANA s.n.c.;1;F;38,103021;13,330537
11/11/2022;22:15;VIALE REGIONE SICILIANA N.O. altezza del civico 7800;1;F;38,165319;13,305518
11/11/2022;22:30;VIA LA MALFA UGO altezza del civico 144;2;F;38,165233;13,30923
12/11/2022;00:30;VIA MONTALBO intersezione con VIA JUVARA ALOISIO;2;F;38,137953;13,362178
12/11/2022;00:30;VIA ORETO intersezione con VIA DELL'ORSA MINORE;1;F;38,097203;13,373346
12/11/2022;01:20;VIA ROMA altezza del civico 172;3;F;38,115372;13,364194
12/11/2022;12:00;CORSO DEI MILLE intersezione con VIA CAPPELLO SALVATORE;2;F;38,103254;13,378637
12/11/2022;12:30;VIA MESSINA MARINE intersezione con CORTILE SPANO';1;F;38,105332;13,388888
12/11/2022;16:00;VIA DANISINNI altezza del civico 6;0;C;38,111585;13,34907
12/11/2022;17:45;VIA BOCCADIFALCO altezza del civico 38/a;0;C;;
12/11/2022;19:00;VIA VILLAGRAZIA altezza del civico 222;1;F;38,08259;13,336191
12/11/2022;20:15;VIA CRISPI FRANCESCO altezza del civico 112;2;F;38,12551;13,363279
12/11/2022;23:15;VIA ORETO intersezione con VIA BERGAMO;1;F;38,103904;13,369085
13/11/2022;03:05;VIALE ERCOLE intersezione con VIALE DIANA;1;F;38,150487;13,348519
13/11/2022;05:40;VIA LA MASA GIUSEPPE intersezione VIA GRAVINA AMMIRAGLIO;2;F;38,12612;13,36127
13/11/2022;10:35;PIAZZA GIULIO CESARE altezza del civico 19;0;R;38,110296;13,367516
14/11/2022;07:00;VIA FILETI ENRICO intersezione con VIA RALLO ALBERTO;0;C;38,140464;13,365247
14/11/2022;08:30;VIA GARIBALDI altezza del civico 44;2;F;38,113167;13,367011
14/11/2022;10:45;VIA CAMPOLO GIOVANNI di fronte al civico 114;1;F;38,129397;13,337639
14/11/2022;11:00;VIA ALESSI GIUSEPPE altezza del civico 16;1;F;38,140043;13,349506
14/11/2022;13:40;VIA ERRANTE VINCENZO altezza del civico 34;0;C;38,10783;13,365009
14/11/2022;14:10;VIA GULI' SIMONE COM. altezza (inters.) PIAZZA ACQUASANTA;1;F;38,143673;13,367524
14/11/2022;14:35;VIALE LEONARDO DA VINCI intersezione con VIA SILVESTRI IGNAZIO;1;F;38,126954;13,321332
14/11/2022;20:00;VIA RIZZO AMMIRAGLIO altezza del civico 71;1;F;38,143418;13,35869
14/11/2022;20:00;VIA BOTTICELLI SANDRO di fronte al civico 19;0;C;38,139152;13,335834
15/11/2022;04:40;VIA DUCA DELLA VERDURA intersezione con VIA SAMPOLO;3;F;38,13539;13,35637
15/11/2022;07:50;CORSO CALATAFIMI di fronte al civico 1077;1;F;38,094923;13,310254
15/11/2022;09:30;PIAZZA EINSTEIN ALBERT lato MONTE;1;F;38,128629;13,328964
15/11/2022;10:20;CORSO TUKORY di fronte al civico 6;1;F;38,109859;13,363789
15/11/2022;10:50;VIA DELLA LIBERTA' altezza (inters.) VIA NOTARBARTOLO EMANUELE;1;F;38,133724;13,349775
15/11/2022;11:00;VIA MOZART WOLFGANG AMADEUS intersezione con VIALE GALILEO GALILEI;2;F;38,134482;13,333319
15/11/2022;11:30;VIALE GIULIANO BORIS pressi piazza unit? d';0;C;38,138959;13,342799
15/11/2022;13:15;VIA DELLA LIBERTA' intersezione con VIALE LAZIO;1;M;38,143851;13,343208
15/11/2022;13:40;VIA MALASPINA di fronte al civico 142;2;F;38,130228;13,338818
15/11/2022;15:39;VIA LAUDICINA ANTONINO intersezione con VIALE DI VITTORIO GIUSEPPE;2;F;38,094581;13,41126
15/11/2022;18:30;PIAZZA TOMMASO NATALE altezza del civico 163;0;C;38,189101;13,286576
15/11/2022;20:30;VIA BASILE ERNESTO altezza del civico 55;3;F;38,094672;13,340349
16/11/2022;08:05;VIA PARATORE GIUSEPPE intersezione con VIA DELL'ORSA MINORE;1;F;38,096679;13,371679
16/11/2022;08:25;PIAZZA CAPONNETTO ANTONINO intersezione VIA SAMPOLO;0;C;38,135407;13,356561
16/11/2022;08:57;VIALE DEL FANTE di fronte STADIO COMUNALE;1;F;38,152122;13,341056
16/11/2022;09:00;VIA MAQUEDA altezza del civico 190;1;F;38,116172;13,361156
16/11/2022;11:40;PIAZZA VERDI GIUSEPPE altezza SEMAFORO;0;C;38,121174;13,357794
16/11/2022;12:00;VIA IANDOLINO LORENZO altezza del civico 56;0;C;38,196573;13,312567
16/11/2022;12:15;VIA MARINUZZI ANTONIO altezza (inters.) VIA MORTILLARO VINCENZO;0;C;38,104425;13,366063
16/11/2022;12:20;VIA TOSCANA intersezione VIA LIGURIA;2;F;38,144244;13,337057
16/11/2022;12:20;VIA ROMA nr. 102;1;F;38,113532;13,365102
16/11/2022;12:45;VIALE REGIONE SICILIANA N.O. altezza del km 3260;0;C;38,132847;13,330029
16/11/2022;15:30;VIA TOSELLI PIETRO MAGG. intersezione VIA VACCARINI GIOVAN BATTISTA;0;C;38,14128;13,349202
16/11/2022;15:45;VIALE REGIONE SICILIANA N.O. altezza del civico 9957;1;F;38,181117;13,292274
17/11/2022;03:00;VIA ROCCAZZO altezza del civico 118;1;F;38,115069;13,303529
17/11/2022;05:10;VIA ROMA intersezione VIA VITTORIO EMANUELE;1;F;38,116577;13,363631
17/11/2022;08:45;VIALE STRASBURGO altezza del civico 352;1;F;38,157039;13,326259
17/11/2022;08:45;VIALE CAMPANIA di fronte 7;1;F;38,143771;13,339952
17/11/2022;11:10;VIALE MARGHERITA DI SAVOIA altezza MAT DOLOROSA;0;C;38,176213;13,336195
17/11/2022;12:15;VIALE STRASBURGO altezza (spec.) briuccia;1;F;38,151018;13,331824
17/11/2022;13:15;VIA AZOTI NICOLO' altezza del civico 24;0;C;38,085499;13,358262
17/11/2022;13:20;VIALE REGIONE SICILIANA S.E. altezza del civico 1899;2;F;38,088775;13,345655
17/11/2022;14:40;VIALE REGIONE SICILIANA intersezione VIA GASPARE DA PESARO;2;F;38,145585;13,328693
17/11/2022;15:10;VIALE REGIONE SICILIANA N.O. carreggiata centrale DIREZIONE TP;0;C;38,131789;13,33004
17/11/2022;15:30;VIA NOTARBARTOLO EMANUELE intersezione VIA DELLA LIBERTA';0;C;38,133707;13,349757
17/11/2022;16:00;VIA EMILIANI GIUDICI PAOLO altezza del civico 65;0;C;38,10649;13,365411
17/11/2022;18:45;CORSO CALATAFIMI altezza del civico 81;1;F;38,111159;13,35024
18/11/2022;00:10;PIAZZA DON BOSCO nr. 6;1;F;38,144554;13,34532
18/11/2022;04:00;VIA ROMA intersezione VIA CAVOUR CAMILLO;0;C;38,122013;13,360828
18/11/2022;06:50;VIALE PERTINI SANDRO intersezione VIA PATTI;1;F;38,174899;13,315872
18/11/2022;08:30;VIALE REGIONE SICILIANA N.O. carreggiata centrale DIR TP;1;F;38,128671;13,329828
18/11/2022;08:40;VIALE MICHELANGELO altezza 1599;1;F;38,134948;13,313421
18/11/2022;10:00;VIALE REGIONE SICILIANA S.E. altezza del civico 6971;1;F;38,093539;13,338959
18/11/2022;13:00;CORSO CALATAFIMI altezza del civico 31;1;F;38,111719;13,35155
18/11/2022;13:00;VIA S.RAFFAELE ARCANGELO altezza del civico 4;1;F;38,097012;13,349836
18/11/2022;17:50;VIA CASTELFORTE nr. 63 b;0;C;38,174514;13,326517
18/11/2022;23:00;VIA MESSINA MARINE altezza del civico 459;2;F;38,098459;13,407594
19/11/2022;02:55;VIA CAMPOLO GIOVANNI intersezione VIA PACINOTTI ANTONIO;0;C;38,128708;13,335474
19/11/2022;10:45;VIA GIAFAR EMIRO in prossimit? di BRASCA;1;F;38,088417;13,383357
19/11/2022;14:20;VIALE REGIONE SICILIANA N.O. intersezione con CORSO CALATAFIMI;0;C;38,103075;13,330147
19/11/2022;16:30;CORSO DEI MILLE altezza del civico 652;2;F;38,100055;13,384804
19/11/2022;17:00;LARGO SEGRE'EMILIO in prossimit? di via folaga;2;F;38,089539;13,35696
19/11/2022;18:30;VIA SACCO E VANZETTI pressi civ.40;1;F;38,097683;13,406665
19/11/2022;19:15;CORSO CALATAFIMI altezza del civico 636;1;F;38,099975;13,32263
19/11/2022;22:15;VIA CAVOUR CAMILLO altezza del civico 84;1;F;38,121511;13,35895
20/11/2022;03:00;VIA CRISPI FRANCESCO in prossimit? di via GUARDIONE;0;C;38,123971;13,364203
20/11/2022;05:30;VIALE REGIONE SICILIANA N.O. altezza (inters.) VIA BERNINI GIAN LORENZO;0;C;38,13178;13,329857
20/11/2022;18:30;VIA NOCE di fronte al civico 104;2;F;38,121418;13,334498
20/11/2022;22:00;PIAZZA LEONI intersezione PIAZZA DON BOSCO;1;F;38,144829;13,346227
20/11/2022;23:10;VIALE REGIONE SICILIANA N.O. altezza (inters.) SVINCOLO DI SALVO ROSARIO;0;C;38,148634;13,326911
21/11/2022;04:00;VIALE ERCOLE pressi VIA ROCCA;1;F;38,158448;13,342603
21/11/2022;04:15;VIALE REGIONE SICILIANA N.O. altezza SOTTOPAS.BELGIO;0;C;38,148859;13,326445
21/11/2022;06:45;VIALE REGIONE SICILIANA S.E. altezza del civico 7071;0;C;38,086169;13,350993
21/11/2022;10:50;VIA ORETO intersezione VIALE REGIONE SICILIANA S.E.;1;F;38,091516;13,377233
21/11/2022;14:25;CORSO DEI MILLE altezza del civico 310;1;F;38,104949;13,376363
21/11/2022;14:50;FORO UMBERTO I di fronte PIAZZA KALSA;0;C;38,116671;13,373973
21/11/2022;15:55;VIA PONTICELLO DEL intersezione con VIA AMODEI PIETRO;0;C;38,113974;13,362083
21/11/2022;17:15;VIALE DELL'OLIMPO altezza (spec.) 5;1;F;38,188887;13,319376
22/11/2022;01:00;VIA NOCE altezza del civico 3;0;C;38,120055;13,339028
22/11/2022;09:00;VIA STREVA VINCENZO GEN. intersezione VIA STREVA VINCENZO GEN.;0;C;38,138087;13,350598
22/11/2022;09:15;VIA ROCCAZZO nr. 92;0;C;38,122307;13,308605
22/11/2022;09:30;VIALE LAZIO altezza del civico 132;0;C;38,140285;13,332476
22/11/2022;09:35;VIA TASCA LANZA intersezione con FONDO DE CARO;0;C;38,106922;13,329867
22/11/2022;10:45;VIA PITRE' GIUSEPPE in prossimit? di via di marco;0;C;38,109466;13,31177
22/11/2022;11:00;PIAZZA GIULIO CESARE altezza POSTEGGIO TAXI;0;C;38,110685;13,367102
22/11/2022;12:00;VIALE LEONARDO DA VINCI intersezione VIA CASALINI;1;F;38,126798;13,31363
22/11/2022;12:30;VIALE EMILIA altezza del civico 44 46;0;C;38,14703;13,339575
22/11/2022;13:30;VIA ORETO intersezione con VIALE REGIONE SICILIANA S.E.;0;C;38,091177;13,377298
22/11/2022;14:00;VIA PISANO LEONARDO altezza del civico 14;0;C;38,176398;13,313623
22/11/2022;14:15;VIA MARCHESE DI ROCCAFORTE nr. 65;0;C;38,141771;13,347497
22/11/2022;16:40;VIALE REGIONE SICILIANA N.O. carr. centrale sottoponte belg;1;F;38,148817;13,326493
22/11/2022;17:00;VIA PITRE' GIUSEPPE altezza CAMPI TEN.ONOR.;0;C;38,110555;13,326697
22/11/2022;17:30;VIA UDITORE altezza del civico 13;1;F;38,128931;13,326634
22/11/2022;18:15;VIALE LAZIO intersezione VIA RESTIVO EMPEDOCLE;0;C;38,141924;13,337338
22/11/2022;22:10;LARGO SIVIGLIA intersezione VIA MOSCA GAETANO;0;C;38,114866;13,350763
23/11/2022;00:01;VIALE REGIONE SICILIANA N.O. in prossimit? di sottovia Belgio;0;C;38,148925;13,326326
23/11/2022;00:01;VIA PRINCIPE DI PALAGONIA in prossimit? di via borremans;0;C;;
23/11/2022;02:20;VIA S.MARTINO DELLE SCALE pressi SAMMARTINO;0;C;38,107142;13,297779
23/11/2022;07:00;VIA PARLATORE FILIPPO altezza del civico 15;0;C;38,122709;13,344515
23/11/2022;07:39;VIA PRINCIPE DI PALAGONIA di fronte CIV. 6;0;C;38,132909;13,33709
23/11/2022;09:05;VIALE PIEMONTE intersezione con VIALE LAZIO;1;F;38,142918;13,340328
23/11/2022;10:00;VIALE REGIONE SICILIANA N.O. altezza (inters.) VIA PERPIGNANO;0;C;38,119698;13,32863
23/11/2022;10:49;VIA IMPERATORE FEDERICO altezza del civico 26a;0;M;38,145246;13,347356
23/11/2022;13:50;VIA PARTANNA MONDELLO altezza del civico 48/c;0;C;38,189119;13,296029
23/11/2022;18:20;VIA PECORAINO FILIPPO altezza del civico 60;1;F;38,093669;13,403845
23/11/2022;18:40;VIALE REGIONE SICILIANA pressi ponte corleone;1;F;38,091244;13,342798
23/11/2022;21:00;VIA NINA SICILIANA altezza via aleo;2;F;38,11595;13,331954
24/11/2022;00:01;VIA STABILE MARIANO intersezione con VIA ROMA;0;C;38,123719;13,35961
24/11/2022;03:00;VIA MESSINA MARINE altezza del civico 493;3;F;38,098254;13,409599
24/11/2022;08:50;VIA MONTEPELLEGRINO altezza del civico 197;1;F;38,141773;13,357817
24/11/2022;10:00;VIA NOCE altezza del civico 82;1;F;38,121276;13,334869
24/11/2022;13:30;VIA ZAPPALA' SALVATORE intersezione con VIA ROCCELLA GUSTAVO;1;F;38,09945;13,35105
24/11/2022;14:00;PIAZZA BOIARDO MATTEO MARIA in prossimit? di STRISCE PEDONAL;1;F;38,132524;13,342476
24/11/2022;14:45;VIA CATALANO AGOSTINO altezza 28;1;F;38,103566;13,341108
24/11/2022;17:35;VIA PAPIRETO intersezione VIA CAPPUCCINELLE;1;F;38,116218;13,352398
24/11/2022;19:25;VIALE STRASBURGO in prossimit? di v. Pantelleria;1;F;38,159059;13,324287
25/11/2022;08:50;PIAZZA LEONI altezza del civico 5/D;1;F;38,145535;13,345488
25/11/2022;13:30;VIALE CASTIGLIA LUIGI intersezione con VIA PALAZZOTTO F.P. E G.B.;0;C;38,115117;13,335085
25/11/2022;15:05;VIA CATANIA intersezione VIA CUSMANO GIACOMO;1;F;38,126818;13,346748
25/11/2022;15:40;VIA MARCHESE DI ROCCAFORTE intersezione VIA BONANNO GIOVANNI;0;C;38,142306;13,347173
25/11/2022;17:00;VIA ASTEROPE intersezione con VIA PAZIENZA;1;F;38,200117;13,318264
25/11/2022;19:07;VIALE PIAZZA ARMERINA intersezione con PIAZZA S.PAOLO;1;F;38,12984;13,293001
25/11/2022;20:09;VIALE REGINA ELENA di fronte al civico 39;1;F;38,199561;13,328472
26/11/2022;00:01;CORSO DEI MILLE di fronte al civico 921/Z;0;C;;
26/11/2022;04:45;VIA D'ANNUNZIO GABRIELE intersezione con VIA TASSO TORQUATO;1;F;38,138425;13,345577
26/11/2022;05:20;VIALE REGIONE SICILIANA N.O. carreggiata centrale -;1;F;38,149059;13,3262
26/11/2022;14:40;VIA POLLACI GIUSEPPE altezza (spec.) D.F. civ. N?33;0;C;38,104746;13,329522
26/11/2022;16:00;VIA RAPISARDI MARIO intersezione VIA SCIUTI GIUSEPPE;0;C;38,133711;13,342479
26/11/2022;16:25;VIALE STRASBURGO di fronte al civico 373;1;F;38,163183;13,320537
26/11/2022;16:30;VIA MARINAI ALLIATA altezza del civico 13;0;C;38,182529;13,330076
26/11/2022;19:13;VIA CATANIA altezza del civico 17;0;C;38,127769;13,34914
27/11/2022;01:30;VIALE MARGHERITA DI SAVOIA intersezione con VIA MATER DOLOROSA;0;C;38,176235;13,336158
27/11/2022;02:50;VIA GALLETTI intersezione VIA MESSINA MARINE;0;C;38,09645;13,428428
27/11/2022;03:00;VIA PRINCIPE DI VILLAFRANCA di fronte 26/d;0;C;38,12398;13,352482
27/11/2022;03:30;VIA S.LORENZO altezza del civico 374;0;C;38,171122;13,305088
