"cod_reg","cod_prov","pro_com","comune","ar_kmq","ar_id_p3","ar_id_p2","ar_id_p1","aridp3_p","aridp2_p","aridp1_p","pop_res011","pop_gio","pop_gio_p","pop_adu","pop_adu_p","pop_anz","pop_anz_p","pop_idr_p3","pop_idr_p2","pop_idr_p1","popidp3_p","popidp2_p","popidp1_p","fam_tot","fam_idr_p3","fam_idr_p2","fam_idr_p1","famidp3_p","famidp2_p","famidp1_p","ed_tot","ed_idr_p3","ed_idr_p2","ed_idr_p1","edidp3_p","edidp2_p","edidp1_p","im_tot","im_idr_p3","im_idr_p2","im_idr_p1","imidp3_p","imidp2_p","imidp1_p","n_vir","bbcc_id_p3","bbcc_id_p2","bbcc_id_p1","bbccidp3_p","bbccidp2_p","bbccidp1_p","ar_fr_p4","ar_fr_p3","ar_fr_p2","ar_fr_p1","ar_fr_aa","ar_fr_p3p4","ar_frp4_p","ar_frp3_p","ar_frp2_p","ar_frp1_p","ar_fraa_p","ar_frp3p4p","pop_fr_p4","pop_fr_p3","pop_fr_p2","pop_fr_p1","pop_fr_aa","popfr_p3p4","popfrp4_p","popfrp3_p","popfrp2_p","popfrp1_p","popfraa_p","popfrp3p4p","fam_fr_p4","fam_fr_p3","fam_fr_p2","fam_fr_p1","fam_fr_aa","famfr_p3p4","famfrp4_p","famfrp3_p","famfrp2_p","famfrp1_p","famfraa_p","famfrp3p4p","ed_fr_p4","ed_fr_p3","ed_fr_p2","ed_fr_p1","ed_fr_aa","ed_fr_p3p4","edfrp4_p","edfrp3_p","edfrp2_p","edfrp1_p","edfraa_p","edfrp3p4p","im_fr_p4","im_fr_p3","im_fr_p2","im_fr_p1","im_fr_aa","imfr_p3p4","imfrp4_p","imfrp3_p","imfrp2_p","imfrp1_p","imfraa_p","imfrp3p4p","bbcc_fr_p4","bbcc_fr_p3","bbcc_fr_p2","bbcc_fr_p1","bbcc_fr_aa","bbccfrp3p4","bbccfrp4_p","bbccfrp3_p","bbccfrp2_p","bbccfrp1_p","bbccfraa_p","bbccfrp34p"
13,66,66070,"Pescocostanzo",55.062,0,0,0,0,0,0,1161,98,8.441,734,63.221,329,28.338,0,0,0,0,0,0,565,0,0,0,0,0,0,877,0,0,0,0,0,0,122,0,0,0,0,0,0,78,0,0,0,0,0,0,2.192,2.601,0,8.792,0,4.793,3.981,4.724,0,15.967,0,8.705,3,7,0,8,0,10,0.258,0.603,0,0.689,0,0.861,2,4,0,4,0,6,0.354,0.708,0,0.708,0,1.062,5,11,0,11,0,16,0.57,1.254,0,1.254,0,1.824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,4,4237,"Venasca",20.394,1.071,1.083,1.27,5.252,5.31,6.227,1472,171,11.617,966,65.625,335,22.758,236,278,645,16.033,18.886,43.818,658,103,121,286,15.653,18.389,43.465,843,85,98,230,10.083,11.625,27.284,116,21,26,61,18.103,22.414,52.586,7,6,6,7,85.714,85.714,100,0.147,1.392,0.228,0,0,1.539,0.721,6.826,1.118,0,0,7.546,55,6,447,0,0,61,3.736,0.408,30.367,0,0,4.144,25,4,199,0,0,29,3.799,0.608,30.243,0,0,4.407,20,26,156,0,0,46,2.372,3.084,18.505,0,0,5.457,4,0,44,0,0,4,3.448,0,37.931,0,0,3.448,0,0,7,0,0,0,0,0,100,0,0,0
13,66,66082,"Rocca di Mezzo",90.545,0,0,0,0,0,0,1468,125,8.515,911,62.057,432,29.428,0,0,0,0,0,0,803,0,0,0,0,0,0,1868,0,0,0,0,0,0,199,0,0,0,0,0,0,9,0,0,0,0,0,0,2.917,0.657,0.393,0.746,2.644,3.574,3.222,0.726,0.434,0.824,2.92,3.947,109,0,5,3,8,109,7.425,0,0.341,0.204,0.545,7.425,67,0,4,2,6,67,8.344,0,0.498,0.249,0.747,8.344,117,0,6,10,15,117,6.263,0,0.321,0.535,0.803,6.263,14,0,0,0,0,14,7.035,0,0,0,0,7.035,1,0,0,0,0,1,11.111,0,0,0,0,11.111
13,66,66083,"Rocca Pia",44.961,0,0,0,0,0,0,167,8,4.79,98,58.683,61,36.527,0,0,0,0,0,0,88,0,0,0,0,0,0,216,0,0,0,0,0,0,17,0,0,0,0,0,0,3,0,0,0,0,0,0,0.367,0.656,0,3.611,0,1.023,0.816,1.459,0,8.031,0,2.275,17,2,0,0,0,19,10.18,1.198,0,0,0,11.377,9,1,0,0,0,10,10.227,1.136,0,0,0,11.364,22,3,0,0,0,25,10.185,1.389,0,0,0,11.574,2,0,0,0,0,2,11.765,0,0,0,0,11.765,0,0,0,0,0,0,0,0,0,0,0,0
1,5,5057,"Grazzano Badoglio",10.472,0.5,0.5,0.5,4.775,4.775,4.775,618,67,10.841,353,57.12,198,32.039,5,5,5,0.809,0.809,0.809,304,2,2,2,0.658,0.658,0.658,443,4,4,4,0.903,0.903,0.903,47,1,1,1,2.128,2.128,2.128,5,0,0,0,0,0,0,0.156,0.453,0,0,0,0.609,1.49,4.326,0,0,0,5.816,2,2,0,0,0,4,0.324,0.324,0,0,0,0.647,1,1,0,0,0,2,0.329,0.329,0,0,0,0.658,1,2,0,0,0,3,0.226,0.451,0,0,0,0.677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,16,16136,"Moio de' Calvi",6.356,0,0,0.003,0,0,0.047,213,29,13.615,136,63.85,48,22.535,0,0,0,0,0,0,96,0,0,0,0,0,0,164,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015,0.005,0.004,0,0,0.02,0.236,0.079,0.063,0,0,0.315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,16,16158,"Parre",22.279,1.461,1.581,2.27,6.558,7.096,10.189,2807,453,16.138,1857,66.156,497,17.706,28,57,1469,0.998,2.031,52.333,1139,11,24,592,0.966,2.107,51.975,824,14,22,378,1.699,2.67,45.874,215,3,5,90,1.395,2.326,41.86,7,0,0,4,0,0,57.143,4.752,0.734,0.938,0,0,5.486,21.33,3.295,4.21,0,0,24.624,15,95,1445,0,0,110,0.534,3.384,51.478,0,0,3.919,6,39,581,0,0,45,0.527,3.424,51.01,0,0,3.951,17,29,364,0,0,46,2.063,3.519,44.175,0,0,5.583,3,7,86,0,0,10,1.395,3.256,40,0,0,4.651,0,0,4,0,0,0,0,0,57.143,0,0,0
3,16,16160,"Pedrengo",3.6,0.038,0.038,0.058,1.056,1.056,1.611,5799,1005,17.331,3967,68.408,827,14.261,3,3,3,0.052,0.052,0.052,2267,1,1,1,0.044,0.044,0.044,799,1,1,1,0.125,0.125,0.125,523,0,0,2,0,0,0.382,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,17,17022,"Borno",30.496,0.901,0.942,4.343,2.954,3.089,14.241,2630,307,11.673,1748,66.464,575,21.863,92,92,1447,3.498,3.498,55.019,1283,42,42,735,3.274,3.274,57.288,1365,41,41,804,3.004,3.004,58.901,294,6,6,202,2.041,2.041,68.707,17,1,1,11,5.882,5.882,64.706,1.18,0.94,3.389,0,0,2.12,3.869,3.082,11.113,0,0,6.952,55,286,1355,0,0,341,2.091,10.875,51.521,0,0,12.966,25,127,693,0,0,152,1.949,9.899,54.014,0,0,11.847,21,107,762,0,0,128,1.538,7.839,55.824,0,0,9.377,4,20,196,0,0,24,1.361,6.803,66.667,0,0,8.163,0,3,11,0,0,3,0,17.647,64.706,0,0,17.647
1,4,4070,"Cissone",5.903,0.037,0.037,0.037,0.627,0.627,0.627,82,13,15.854,44,53.659,25,30.488,0,0,0,0,0,0,41,0,0,0,0,0,0,112,1,1,1,0.893,0.893,0.893,14,0,0,0,0,0,0,4,0,0,0,0,0,0,0.734,2.61,0,0,0,3.344,12.434,44.215,0,0,0,56.649,6,18,0,0,0,24,7.317,21.951,0,0,0,29.268,3,9,0,0,0,12,7.317,21.951,0,0,0,29.268,9,30,0,0,0,39,8.036,26.786,0,0,0,34.821,1,4,0,0,0,5,7.143,28.571,0,0,0,35.714,0,0,0,0,0,0,0,0,0,0,0,0
3,17,17023,"Botticino",18.482,0.45,0.609,1.412,2.435,3.295,7.64,10788,1553,14.396,6975,64.655,2260,20.949,72,94,2100,0.667,0.871,19.466,4397,27,36,843,0.614,0.819,19.172,2139,24,28,368,1.122,1.309,17.204,778,24,27,135,3.085,3.47,17.352,22,0,0,3,0,0,13.636,2.171,1.067,0.603,0,0,3.238,11.747,5.773,3.263,0,0,17.52,89,261,1999,0,0,350,0.825,2.419,18.53,0,0,3.244,36,105,804,0,0,141,0.819,2.388,18.285,0,0,3.207,22,64,339,0,0,86,1.029,2.992,15.849,0,0,4.021,6,6,106,0,0,12,0.771,0.771,13.625,0,0,1.542,0,0,3,0,0,0,0,0,13.636,0,0,0
3,16,16169,"Ponteranica",8.477,0.012,0.031,0.042,0.142,0.366,0.495,6788,992,14.614,4372,64.408,1424,20.978,6,46,77,0.088,0.678,1.134,2819,3,19,32,0.106,0.674,1.135,1176,1,6,11,0.085,0.51,0.935,463,0,4,7,0,0.864,1.512,8,0,0,0,0,0,0,0.014,0.094,0,0,0,0.108,0.165,1.109,0,0,0,1.274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,16,16170,"Ponte San Pietro",4.586,0.493,0.528,0.779,10.75,11.513,16.986,11273,1734,15.382,7174,63.639,2365,20.979,593,625,972,5.26,5.544,8.622,4729,268,282,430,5.667,5.963,9.093,1321,75,79,118,5.678,5.98,8.933,794,100,102,124,12.594,12.846,15.617,22,3,3,4,13.636,13.636,18.182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,16,16180,"Riva di Solto",8.521,4.588,4.604,4.659,53.843,54.031,54.677,862,85,9.861,548,63.573,229,26.566,39,60,129,4.524,6.961,14.965,411,19,30,65,4.623,7.299,15.815,408,18,27,57,4.412,6.618,13.971,59,2,3,7,3.39,5.085,11.864,15,11,11,11,73.333,73.333,73.333,0.035,0.252,0.055,0,0,0.287,0.411,2.957,0.645,0,0,3.368,12,2,91,0,0,14,1.392,0.232,10.557,0,0,1.624,6,1,45,0,0,7,1.46,0.243,10.949,0,0,1.703,4,2,39,0,0,6,0.98,0.49,9.559,0,0,1.471,0,1,4,0,0,1,0,1.695,6.78,0,0,1.695,0,0,6,0,0,0,0,0,40,0,0,0
3,16,16182,"Rogno",15.811,0.768,0.91,3.849,4.857,5.755,24.344,3888,650,16.718,2621,67.413,617,15.869,35,154,2491,0.9,3.961,64.069,1576,15,62,997,0.952,3.934,63.261,1078,9,39,609,0.835,3.618,56.494,366,7,11,293,1.913,3.005,80.055,5,0,0,2,0,0,40,0.066,6.586,0.664,0,0,6.652,0.417,41.655,4.2,0,0,42.072,32,183,733,0,0,215,0.823,4.707,18.853,0,0,5.53,13,73,302,0,0,86,0.825,4.632,19.162,0,0,5.457,7,45,182,0,0,52,0.649,4.174,16.883,0,0,4.824,2,10,42,0,0,12,0.546,2.732,11.475,0,0,3.279,0,1,3,0,0,1,0,20,60,0,0,20
3,16,16183,"Romano di Lombardia",19.383,0.776,0.778,1.351,4.004,4.014,6.97,18784,2907,15.476,12645,67.318,3232,17.206,13,13,43,0.069,0.069,0.229,7417,4,4,14,0.054,0.054,0.189,2361,2,2,7,0.085,0.085,0.296,1647,2,2,4,0.121,0.121,0.243,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,16,16245,"Zanica",14.952,0.042,0.042,0.097,0.281,0.281,0.649,8193,1324,16.16,5632,68.742,1237,15.098,0,0,1,0,0,0.012,3283,0,0,0,0,0,0,1304,0,0,0,0,0,0,664,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,4,4205,"Sampeyre",98.907,2.668,2.689,3.022,2.697,2.719,3.055,1069,107,10.009,665,62.208,297,27.783,67,71,120,6.268,6.642,11.225,555,35,37,61,6.306,6.667,10.991,2309,112,117,192,4.851,5.067,8.315,126,9,9,12,7.143,7.143,9.524,17,4,4,4,23.529,23.529,23.529,13.457,1.838,0.333,0,0,15.295,13.606,1.858,0.337,0,0,15.464,58,6,49,0,0,64,5.426,0.561,4.584,0,0,5.987,29,4,24,0,0,33,5.225,0.721,4.324,0,0,5.946,96,57,75,0,0,153,4.158,2.469,3.248,0,0,6.626,8,1,3,0,0,9,6.349,0.794,2.381,0,0,7.143,4,0,0,0,0,4,23.529,0,0,0,0,23.529
1,5,5025,"Castell'Alfero",20.088,1.6,1.899,3.263,7.965,9.453,16.244,2750,372,13.527,1746,63.491,632,22.982,70,80,473,2.545,2.909,17.2,1143,29,32,193,2.537,2.8,16.885,1100,28,33,151,2.545,3,13.727,226,6,8,51,2.655,3.54,22.566,4,0,0,0,0,0,0,0.013,0.186,0,0,0,0.199,0.065,0.926,0,0,0,0.991,1,8,0,0,0,9,0.036,0.291,0,0,0,0.327,0,3,0,0,0,3,0,0.262,0,0,0,0.262,0,5,0,0,0,5,0,0.455,0,0,0,0.455,0,1,0,0,0,1,0,0.442,0,0,0,0.442,0,0,0,0,0,0,0,0,0,0,0,0
1,5,5027,"Castelletto Molina",3.066,0,0,0,0,0,0,184,26,14.13,114,61.957,44,23.913,0,0,0,0,0,0,77,0,0,0,0,0,0,182,0,0,0,0,0,0,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0.279,0.142,0,0,0,0.421,9.1,4.631,0,0,0,13.731,5,2,0,0,0,7,2.717,1.087,0,0,0,3.804,2,1,0,0,0,3,2.597,1.299,0,0,0,3.896,4,2,0,0,0,6,2.198,1.099,0,0,0,3.297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,4,4238,"Verduno",7.157,1.297,1.297,1.319,18.122,18.122,18.43,577,60,10.399,389,67.418,128,22.184,9,9,9,1.56,1.56,1.56,252,3,3,3,1.19,1.19,1.19,245,2,2,2,0.816,0.816,0.816,64,1,1,1,1.563,1.563,1.563,2,0,0,0,0,0,0,0.912,0.169,0,0,0,1.081,12.743,2.361,0,0,0,15.104,34,1,0,0,0,35,5.893,0.173,0,0,0,6.066,15,0,0,0,0,15,5.952,0,0,0,0,5.952,14,0,0,0,0,14,5.714,0,0,0,0,5.714,5,0,0,0,0,5,7.813,0,0,0,0,7.813,0,0,0,0,0,0,0,0,0,0,0,0
1,5,5073,"Montafia",14.497,1.005,1.728,2.024,6.932,11.92,13.962,904,104,11.504,555,61.394,245,27.102,25,41,61,2.765,4.535,6.748,432,11,19,28,2.546,4.398,6.481,639,18,30,42,2.817,4.695,6.573,81,1,1,2,1.235,1.235,2.469,5,0,0,0,0,0,0,0.016,0.023,0,0,0,0.039,0.11,0.159,0,0,0,0.269,1,1,0,0,0,2,0.111,0.111,0,0,0,0.221,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.156,0,0,0,0.156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,5,5074,"Montaldo Scarampi",6.635,0.171,0.191,0.247,2.577,2.879,3.723,788,103,13.071,466,59.137,219,27.792,9,10,11,1.142,1.269,1.396,360,4,4,5,1.111,1.111,1.389,536,6,6,7,1.119,1.119,1.306,34,1,1,1,2.941,2.941,2.941,8,0,0,0,0,0,0,0.043,0.171,0,0,0,0.214,0.648,2.577,0,0,0,3.225,2,3,0,0,0,5,0.254,0.381,0,0,0,0.635,1,1,0,0,0,2,0.278,0.278,0,0,0,0.556,2,2,0,0,0,4,0.373,0.373,0,0,0,0.746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,16,16135,"Misano di Gera d'Adda",6.105,0,0,0,0,0,0,2927,430,14.691,1972,67.373,525,17.936,0,0,0,0,0,0,1216,0,0,0,0,0,0,524,0,0,0,0,0,0,213,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,5,5075,"Montechiaro d'Asti",10.141,0.643,0.643,0.8,6.341,6.341,7.889,1380,180,13.043,825,59.783,375,27.174,49,49,117,3.551,3.551,8.478,575,17,17,43,2.957,2.957,7.478,630,22,22,57,3.492,3.492,9.048,120,7,7,22,5.833,5.833,18.333,11,0,0,0,0,0,0,0.353,0.501,0.009,0,0,0.854,3.481,4.94,0.089,0,0,8.421,21,41,0,0,0,62,1.522,2.971,0,0,0,4.493,8,18,0,0,0,26,1.391,3.13,0,0,0,4.522,10,17,0,0,0,27,1.587,2.698,0,0,0,4.286,2,3,0,0,0,5,1.667,2.5,0,0,0,4.167,0,0,0,0,0,0,0,0,0,0,0,0
6,93,93004,"Aviano",113.348,3.164,5.094,5.561,2.791,4.494,4.906,9025,1223,13.551,5705,63.213,2097,23.235,294,298,1084,3.258,3.302,12.011,3940,125,126,448,3.173,3.198,11.371,4436,114,116,323,2.57,2.615,7.281,589,16,16,71,2.716,2.716,12.054,32,0,0,4,0,0,12.5,4.318,0.236,0,0,0,4.554,3.81,0.208,0,0,0,4.018,4,0,0,0,0,4,0.044,0,0,0,0,0.044,2,0,0,0,0,2,0.051,0,0,0,0,0.051,3,0,0,0,0,3,0.068,0,0,0,0,0.068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,4,4210,"San Michele Mondovì",18.112,0.904,1.28,1.88,4.991,7.067,10.38,2034,297,14.602,1265,62.193,472,23.206,23,50,83,1.131,2.458,4.081,865,9,22,37,1.04,2.543,4.277,834,11,26,46,1.319,3.118,5.516,166,5,8,14,3.012,4.819,8.434,10,0,0,0,0,0,0,0,0.274,0,0,0,0.274,0,1.513,0,0,0,1.513,0,63,0,0,0,63,0,3.097,0,0,0,3.097,0,28,0,0,0,28,0,3.237,0,0,0,3.237,0,20,0,0,0,20,0,2.398,0,0,0,2.398,0,5,0,0,0,5,0,3.012,0,0,0,3.012,0,0,0,0,0,0,0,0,0,0,0,0
13,66,66068,"Pescasseroli",91.159,0,0,0,0,0,0,2227,287,12.887,1485,66.682,455,20.431,0,0,0,0,0,0,915,0,0,0,0,0,0,1546,0,0,0,0,0,0,276,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0.031,0,0.608,0,0.031,0,0.034,0,0.667,0,0.034,0,0,0,13,0,0,0,0,0,0.584,0,0,0,0,0,6,0,0,0,0,0,0.656,0,0,0,0,0,8,0,0,0,0,0,0.517,0,0,0,0,0,1,0,0,0,0,0,0.362,0,0,0,0,0,1,0,0,0,0,0,6.667,0,0
1,5,5036,"Cerro Tanaro",4.653,1.349,1.349,2.046,28.992,28.992,43.972,670,82,12.239,435,64.925,153,22.836,12,12,326,1.791,1.791,48.657,307,5,5,149,1.629,1.629,48.534,297,5,5,142,1.684,1.684,47.811,37,1,1,16,2.703,2.703,43.243,4,0,0,3,0,0,75,0.004,0,0,0,0,0.004,0.086,0,0,0,0,0.086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,5,5039,"Cinaglio",5.505,0,0.162,0.162,0,2.943,2.943,455,63,13.846,258,56.703,134,29.451,0,1,1,0,0.22,0.22,203,0,1,1,0,0.493,0.493,303,0,1,1,0,0.33,0.33,25,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0.01,0,0,0,0.01,0,0.182,0,0,0,0.182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,17,17003,"Agnosine",13.555,0,0,0.072,0,0,0.531,1833,247,13.475,1218,66.448,368,20.076,0,0,6,0,0,0.327,743,0,0,3,0,0,0.404,856,0,0,8,0,0,0.935,175,0,0,1,0,0,0.571,5,0,0,0,0,0,0,0.654,0.157,0.375,0,0,0.811,4.825,1.158,2.767,0,0,5.983,23,2,131,0,0,25,1.255,0.109,7.147,0,0,1.364,9,1,54,0,0,10,1.211,0.135,7.268,0,0,1.346,16,1,53,0,0,17,1.869,0.117,6.192,0,0,1.986,2,0,12,0,0,2,1.143,0,6.857,0,0,1.143,1,0,0,0,0,1,20,0,0,0,0,20
3,17,17012,"Barghe",5.492,0.298,0.442,0.956,5.426,8.048,17.407,1188,189,15.909,783,65.909,216,18.182,71,126,644,5.976,10.606,54.209,467,28,50,256,5.996,10.707,54.818,554,21,43,284,3.791,7.762,51.264,78,2,6,47,2.564,7.692,60.256,4,0,0,3,0,0,75,1.601,0.119,0.422,0,0,1.72,29.151,2.167,7.684,0,0,31.318,18,28,456,0,0,46,1.515,2.357,38.384,0,0,3.872,6,11,182,0,0,17,1.285,2.355,38.972,0,0,3.64,20,16,208,0,0,36,3.61,2.888,37.545,0,0,6.498,1,2,35,0,0,3,1.282,2.564,44.872,0,0,3.846,1,0,3,0,0,1,25,0,75,0,0,25
3,17,17013,"Bassano Bresciano",9.42,0,0.207,0.207,0,2.197,2.197,2224,391,17.581,1489,66.951,344,15.468,0,57,57,0,2.563,2.563,886,0,24,24,0,2.709,2.709,518,0,15,15,0,2.896,2.896,174,0,9,9,0,5.172,5.172,5,0,1,1,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,4,4229,"Torresina",3.823,0.487,0.487,0.487,12.739,12.739,12.739,65,6,9.231,28,43.077,31,47.692,0,0,0,0,0,0,32,0,0,0,0,0,0,77,2,2,2,2.597,2.597,2.597,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0.43,0.607,0,0,0,1.037,11.248,15.878,0,0,0,27.125,7,4,0,0,0,11,10.769,6.154,0,0,0,16.923,4,3,0,0,0,7,12.5,9.375,0,0,0,21.875,8,8,0,0,0,16,10.39,10.39,0,0,0,20.779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,16,16206,"Spirano",9.611,2.094,2.094,2.094,21.788,21.788,21.788,5639,1058,18.762,3779,67.015,802,14.222,1925,1925,1925,34.137,34.137,34.137,2124,729,729,729,34.322,34.322,34.322,838,273,273,273,32.578,32.578,32.578,416,139,139,139,33.413,33.413,33.413,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,29,29007,"Bosaro",6.123,0,0,6.12,0,0,99.951,1508,227,15.053,1005,66.645,276,18.302,0,0,1508,0,0,100,622,0,0,622,0,0,100,409,0,0,409,0,0,100,98,0,0,98,0,0,100,3,0,0,3,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,16,16207,"Stezzano",9.374,0.007,0.215,0.215,0.075,2.294,2.294,12623,2217,17.563,8484,67.211,1922,15.226,0,6,6,0,0.048,0.048,5078,0,3,3,0,0.059,0.059,1359,0,1,1,0,0.074,0.074,842,0,3,3,0,0.356,0.356,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,29,29008,"Calto",10.847,2.197,2.197,10.847,20.254,20.254,100,819,85,10.379,525,64.103,209,25.519,13,13,819,1.587,1.587,100,334,5,5,334,1.497,1.497,100,356,7,7,356,1.966,1.966,100,64,2,2,64,3.125,3.125,100,15,0,0,15,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,16,16208,"Strozza",3.825,0.005,0.006,0.006,0.131,0.157,0.157,1066,165,15.478,730,68.48,171,16.041,0,0,0,0,0,0,437,0,0,0,0,0,0,321,0,0,0,0,0,0,63,0,0,0,0,0,0,1,0,0,0,0,0,0,0.1,0,0.187,0,0,0.1,2.614,0,4.889,0,0,2.614,1,0,68,0,0,1,0.094,0,6.379,0,0,0.094,0,0,31,0,0,0,0,0,7.094,0,0,0,0,0,35,0,0,0,0,0,10.903,0,0,0,1,0,2,0,0,1,1.587,0,3.175,0,0,1.587,0,0,0,0,0,0,0,0,0,0,0,0
3,16,16209,"Suisio",4.541,0.202,0.254,0.429,4.448,5.593,9.447,3873,675,17.428,2608,67.338,590,15.234,2,2,4,0.052,0.052,0.103,1468,1,1,1,0.068,0.068,0.068,679,1,2,3,0.147,0.295,0.442,326,2,3,5,0.613,0.92,1.534,2,0,0,0,0,0,0,0.01,0.006,0,0,0,0.016,0.22,0.132,0,0,0,0.352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
